sample_id,sample_date,k_daily_mean,no3_daily_mean
Q1,2012-04-17T00:00:00Z,0.84,2.5
Q1,2012-04-24T00:00:00Z,0.95,2.5
Q1,2012-05-01T00:00:00Z,0.85,106.7
Q1,2012-05-08T00:00:00Z,0.87,2.5
Q1,2012-05-15T00:00:00Z,0.83,2.5
Q1,2012-05-22T00:00:00Z,0.74,2.5
Q1,2012-05-29T00:00:00Z,0.75,2.5
Q1,2012-06-05T00:00:00Z,0.94,110.9
Q1,2012-06-12T00:00:00Z,0.73,34
Q1,2012-06-19T00:00:00Z,0.75,107.8
Q1,2012-06-26T00:00:00Z,0.8,42.4
Q1,2012-07-03T00:00:00Z,NA,NA
Q1,2012-07-10T00:00:00Z,NA,NA
Q1,2012-07-17T00:00:00Z,0.64,2.5
Q1,2012-07-24T00:00:00Z,0.8,95.1
Q1,2012-07-31T00:00:00Z,0.74,132.4
Q1,2012-08-07T00:00:00Z,0.5,143.1
Q1,2012-08-14T00:00:00Z,0.5,2.5
Q1,2012-08-21T00:00:00Z,0.81,122.6
Q1,2012-08-28T00:00:00Z,0.88,94.6
Q1,2012-09-04T00:00:00Z,0.81,51.9
Q1,2012-09-11T00:00:00Z,0.79,2.5
Q1,2012-09-18T00:00:00Z,0.75,2.5
Q1,2012-09-25T00:00:00Z,0.74,104.5
Q1,2012-10-02T00:00:00Z,0.82,48.2
Q1,2012-10-09T00:00:00Z,0.79,2.5
Q1,2012-10-16T00:00:00Z,0.94,2.5
Q1,2012-10-23T00:00:00Z,0.8,25.4
Q1,2012-10-30T00:00:00Z,0.73,2.5
Q1,2012-11-06T00:00:00Z,0.77,2.5
Q1,2012-11-13T00:00:00Z,0.98,2.5
Q1,2012-11-20T00:00:00Z,0.91,2.5
Q1,2012-11-27T00:00:00Z,0.92,2.5
Q1,2012-12-04T00:00:00Z,0.94,89.4
Q1,2012-12-11T00:00:00Z,0.92,2.5
Q1,2012-12-18T00:00:00Z,0.79,135.2
Q1,2012-12-26T00:00:00Z,0.89,132
Q2,1986-05-20T00:00:00Z,0.82,225
Q2,1986-05-27T00:00:00Z,0.78,195
Q2,1986-06-03T00:00:00Z,0.77,206
Q2,1986-10-21T00:00:00Z,0.71,206
Q2,1986-10-28T00:00:00Z,0.73,47
Q2,1986-11-04T00:00:00Z,0.68,114
Q2,1986-11-10T00:00:00Z,0.74,313
Q2,1986-11-18T00:00:00Z,0.72,353
Q2,1986-11-25T00:00:00Z,0.92,414
Q2,1986-12-02T00:00:00Z,0.68,262
Q2,1986-12-09T00:00:00Z,0.67,249
Q2,1986-12-16T00:00:00Z,0.66,240
Q2,1986-12-23T00:00:00Z,0.6,157
Q2,1986-12-30T00:00:00Z,0.64,202
Q2,1987-01-05T00:00:00Z,0.68,309
Q2,1987-01-13T00:00:00Z,0.62,242
Q2,1987-01-20T00:00:00Z,0.76,338
Q2,1987-01-27T00:00:00Z,0.63,232
Q2,1987-02-03T00:00:00Z,0.66,210
Q2,1987-02-10T00:00:00Z,0.71,212
Q2,1987-02-17T00:00:00Z,0.73,208
Q2,1987-02-24T00:00:00Z,0.67,186
Q2,1987-03-03T00:00:00Z,0.72,NA
Q2,1987-03-10T00:00:00Z,0.74,204
Q2,1987-03-18T00:00:00Z,0.96,212
Q2,1987-03-24T00:00:00Z,1.02,293
Q2,1987-03-31T00:00:00Z,0.9,211
Q2,1987-04-07T00:00:00Z,0.93,211
Q2,1987-04-14T00:00:00Z,1.08,292
Q2,1987-04-21T00:00:00Z,0.97,257
Q2,1987-04-28T00:00:00Z,0.92,244
Q2,1987-05-05T00:00:00Z,0.86,232
Q2,1987-05-12T00:00:00Z,0.94,NA
Q2,1987-05-19T00:00:00Z,1,NA
Q2,1987-05-26T00:00:00Z,0.91,372
Q2,1987-06-02T00:00:00Z,0.88,246
Q2,1987-06-09T00:00:00Z,0.82,132
Q2,1987-06-16T00:00:00Z,0.85,254
Q2,1987-06-23T00:00:00Z,0.82,235
Q2,1987-06-30T00:00:00Z,0.78,226
Q2,1987-07-07T00:00:00Z,0.78,250
Q2,1987-07-14T00:00:00Z,0.82,216
Q2,1987-07-21T00:00:00Z,0.85,286
Q2,1987-07-28T00:00:00Z,0.77,250
Q2,1987-08-04T00:00:00Z,0.84,223
Q2,1987-08-11T00:00:00Z,0.83,173
Q2,1987-08-18T00:00:00Z,0.87,167
Q2,1987-08-25T00:00:00Z,0.81,101
Q2,1987-09-01T00:00:00Z,0.84,207
Q2,1987-09-08T00:00:00Z,0.8,194
Q2,1987-09-15T00:00:00Z,0.81,201
Q2,1987-09-22T00:00:00Z,0.8,279
Q2,1987-09-29T00:00:00Z,0.84,389
Q2,1987-10-05T00:00:00Z,0.9125,268.5
Q2,1987-10-06T00:00:00Z,0.91,166
Q2,1987-10-13T00:00:00Z,0.84,192
Q2,1987-10-22T00:00:00Z,0.81,171
Q2,1987-10-29T00:00:00Z,0.78,168
Q2,1987-11-05T00:00:00Z,0.89,177
Q2,1987-11-12T00:00:00Z,0.89,200
Q2,1987-11-24T00:00:00Z,0.95,136
Q2,1987-11-25T00:00:00Z,0.93,275
Q2,1987-12-01T00:00:00Z,0.81,217
Q2,1987-12-07T00:00:00Z,0.75,208
Q2,1987-12-08T00:00:00Z,0.67,208
Q2,1987-12-15T00:00:00Z,0.82,NA
Q2,1987-12-22T00:00:00Z,0.82,NA
Q2,1987-12-29T00:00:00Z,0.78,253
Q2,1988-01-05T00:00:00Z,0.77,255
Q2,1988-01-12T00:00:00Z,0.77,233
Q2,1988-01-19T00:00:00Z,0.74,221
Q2,1988-01-26T00:00:00Z,0.71,195
Q2,1988-01-29T00:00:00Z,0.9712500000000001,NA
Q2,1988-02-02T00:00:00Z,0.855,188
Q2,1988-02-03T00:00:00Z,0.91,282
Q2,1988-02-04T00:00:00Z,NA,NA
Q2,1988-02-09T00:00:00Z,NA,NA
Q2,1988-02-10T00:00:00Z,NA,NA
Q2,1988-02-16T00:00:00Z,0.64,31.14
Q2,1988-02-23T00:00:00Z,0.82,231
Q2,1988-03-01T00:00:00Z,0.77,218
Q2,1988-03-08T00:00:00Z,0.7,209
Q2,1988-03-15T00:00:00Z,0.72,191
Q2,1988-03-23T00:00:00Z,0.82,139
Q2,1988-03-29T00:00:00Z,0.97,287
Q2,1988-04-05T00:00:00Z,0.78,174
Q2,1988-04-12T00:00:00Z,0.69,173
Q2,1988-04-19T00:00:00Z,0.77,212
Q2,1988-04-26T00:00:00Z,0.79,182
Q2,1988-05-03T00:00:00Z,0.81,164
Q2,1988-05-10T00:00:00Z,NA,NA
Q2,1988-05-17T00:00:00Z,0.75,234
Q2,1988-05-24T00:00:00Z,0.67,213
Q2,1988-05-31T00:00:00Z,0.83,224
Q2,1988-06-07T00:00:00Z,0.72,188
Q2,1988-06-14T00:00:00Z,0.69,NA
Q2,1988-06-21T00:00:00Z,0.73,NA
Q2,1988-06-28T00:00:00Z,0.71,NA
Q2,1988-07-05T00:00:00Z,0.83,NA
Q2,1988-07-12T00:00:00Z,0.71,NA
Q2,1988-07-19T00:00:00Z,0.77,NA
Q2,1988-07-22T00:00:00Z,0.81,NA
Q2,1988-07-26T00:00:00Z,0.755,NA
Q2,1988-08-02T00:00:00Z,0.77,NA
Q2,1988-08-09T00:00:00Z,0.77,NA
Q2,1988-08-16T00:00:00Z,0.86,NA
Q2,1988-08-23T00:00:00Z,0.73,NA
Q2,1988-08-24T00:00:00Z,NA,NA
Q2,1988-08-30T00:00:00Z,0.69,241.38
Q2,1988-09-06T00:00:00Z,0.7,216.26
Q2,1988-09-13T00:00:00Z,0.73,240.34
Q2,1988-09-20T00:00:00Z,0.75,226.61
Q2,1988-09-27T00:00:00Z,0.68,246.38
Q2,1988-10-04T00:00:00Z,0.72,9.01
Q2,1988-10-11T00:00:00Z,0.78,239.89
Q2,1988-10-18T00:00:00Z,NA,234.68
Q2,1988-10-25T00:00:00Z,0.83,NA
Q2,1988-11-01T00:00:00Z,0.81,217.66
Q2,1988-11-07T00:00:00Z,0.86,225.38
Q2,1988-11-15T00:00:00Z,0.83,224.24
Q2,1988-11-22T00:00:00Z,0.8,223.74
Q2,1988-11-29T00:00:00Z,0.82,208.25
Q2,1988-12-06T00:00:00Z,0.96,239.26
Q2,1988-12-13T00:00:00Z,0.87,220.37
Q2,1988-12-20T00:00:00Z,0.83,214.08
Q2,1988-12-27T00:00:00Z,0.83,227.43
Q2,1989-01-03T00:00:00Z,0.91,8.96
Q2,1989-01-10T00:00:00Z,1,421.32
Q2,1989-01-17T00:00:00Z,1,138.73
Q2,1989-01-24T00:00:00Z,0.94,221.91
Q2,1989-01-31T00:00:00Z,0.94,246.39
Q2,1989-02-07T00:00:00Z,0.94,245.26
Q2,1989-02-14T00:00:00Z,0.78,248.8
Q2,1989-02-21T00:00:00Z,0.86,228.39
Q2,1989-02-28T00:00:00Z,0.9,234.92
Q2,1989-03-07T00:00:00Z,0.89,236.68
Q2,1989-03-09T00:00:00Z,NA,NA
Q2,1989-03-14T00:00:00Z,NA,263.24
Q2,1989-03-21T00:00:00Z,0.86,229.12
Q2,1989-03-28T00:00:00Z,0.5,216.74
Q2,1989-04-04T00:00:00Z,0.86,223.99
Q2,1989-04-11T00:00:00Z,0.89,209
Q2,1989-04-18T00:00:00Z,0.91,142.63
Q2,1989-04-25T00:00:00Z,0.94,161.67
Q2,1989-05-02T00:00:00Z,0.97,150.61
Q2,1989-05-09T00:00:00Z,0.98,194.37
Q2,1989-05-16T00:00:00Z,0.97,185.61
Q2,1989-05-23T00:00:00Z,0.85,165.89
Q2,1989-05-30T00:00:00Z,0.97,156.43
Q2,1989-06-06T00:00:00Z,1.02,199.12
Q2,1989-06-13T00:00:00Z,0.83,166.88
Q2,1989-06-20T00:00:00Z,0.9,185.01
Q2,1989-06-27T00:00:00Z,0.88,85.52
Q2,1989-07-05T00:00:00Z,0.95,210.91
Q2,1989-07-11T00:00:00Z,1.1,198
Q2,1989-07-18T00:00:00Z,1.07,131.62
Q2,1989-07-26T00:00:00Z,1.03,199.65
Q2,1989-08-01T00:00:00Z,0.98,226
Q2,1989-08-08T00:00:00Z,1.09,139
Q2,1989-08-15T00:00:00Z,0.98,145
Q2,1989-08-22T00:00:00Z,0.96,247.14
Q2,1989-08-29T00:00:00Z,0.96,149.14
Q2,1989-09-05T00:00:00Z,0.98,32.16
Q2,1989-09-12T00:00:00Z,0.98,8.04
Q2,1989-09-20T00:00:00Z,NA,NA
Q2,1989-09-22T00:00:00Z,1.13,2.5
Q2,1989-09-26T00:00:00Z,1.415,54.145
Q2,1989-10-03T00:00:00Z,1.18,113.43
Q2,1989-10-05T00:00:00Z,1.1,2.5
Q2,1989-10-10T00:00:00Z,1.09,2.5
Q2,1989-10-17T00:00:00Z,1.3,170.79
Q2,1989-10-24T00:00:00Z,1.34,382.52
Q2,1989-10-31T00:00:00Z,1.37,442.8
Q2,1989-11-07T00:00:00Z,1.82,623.5
Q2,1989-11-08T00:00:00Z,2.44,1204.1
Q2,1989-11-14T00:00:00Z,1.6,423.6
Q2,1989-11-21T00:00:00Z,1.37,303.6
Q2,1989-11-28T00:00:00Z,1.06,289.7
Q2,1989-12-05T00:00:00Z,0.96,261.9
Q2,1989-12-12T00:00:00Z,1.05,265
Q2,1989-12-19T00:00:00Z,0.93,263
Q2,1989-12-26T00:00:00Z,0.79,164
Q2,1990-01-02T00:00:00Z,2.42,NA
Q2,1990-01-09T00:00:00Z,1.21,274.65
Q2,1990-01-16T00:00:00Z,1.2,384.84
Q2,1990-01-23T00:00:00Z,1.24,10.09
Q2,1990-01-30T00:00:00Z,1.23,13.28
Q2,1990-02-06T00:00:00Z,1.08,276.75
Q2,1990-02-13T00:00:00Z,1.29,288.01
Q2,1990-02-20T00:00:00Z,1.43,57.11
Q2,1990-02-27T00:00:00Z,1.34,253
Q2,1990-03-06T00:00:00Z,1.17,191
Q2,1990-03-13T00:00:00Z,1.93,150.67
Q2,1990-03-20T00:00:00Z,1.34,NA
Q2,1990-03-27T00:00:00Z,1.24,274.14
Q2,1990-04-03T00:00:00Z,1.12,NA
Q2,1990-04-10T00:00:00Z,1.08,110.68
Q2,1990-04-17T00:00:00Z,1.02,52.81
Q2,1990-04-24T00:00:00Z,1.05,10
Q2,1990-04-25T00:00:00Z,1.8499999999999999,1079
Q2,1990-04-26T00:00:00Z,1.56,711
Q2,1990-05-01T00:00:00Z,1.05,332
Q2,1990-05-08T00:00:00Z,1.23,10
Q2,1990-05-10T00:00:00Z,1.63,736
Q2,1990-05-15T00:00:00Z,1.26,274
Q2,1990-05-22T00:00:00Z,1.25,235
Q2,1990-05-29T00:00:00Z,1.29,359
Q2,1990-06-05T00:00:00Z,1.22,144
Q2,1990-06-12T00:00:00Z,1.26,261
Q2,1990-06-19T00:00:00Z,1.22,503
Q2,1990-06-26T00:00:00Z,1.22,294
Q2,1990-07-03T00:00:00Z,1.04,199
Q2,1990-07-10T00:00:00Z,1.08,212
Q2,1990-07-17T00:00:00Z,0.97,137
Q2,1990-07-24T00:00:00Z,1.24,236
Q2,1990-07-31T00:00:00Z,0.93,109
Q2,1990-08-07T00:00:00Z,0.93,107
Q2,1990-08-14T00:00:00Z,1.14,415
Q2,1990-08-21T00:00:00Z,0.95,212
Q2,1990-08-28T00:00:00Z,0.84,159
Q2,1990-09-04T00:00:00Z,0.88,10
Q2,1990-09-11T00:00:00Z,0.9,14.78
Q2,1990-09-18T00:00:00Z,0.85,21.58
Q2,1990-09-25T00:00:00Z,0.88,21.73
Q2,1990-10-02T00:00:00Z,0.96,128.2
Q2,1990-10-09T00:00:00Z,0.97,100.74
Q2,1990-10-16T00:00:00Z,0.91,97.01
Q2,1990-10-23T00:00:00Z,0.93,171.64
Q2,1990-10-30T00:00:00Z,1,100
Q2,1990-11-06T00:00:00Z,0.54,251.85
Q2,1990-11-13T00:00:00Z,0.86,170.37
Q2,1990-11-20T00:00:00Z,0.84,252.91
Q2,1990-11-27T00:00:00Z,0.89,205.22
Q2,1990-12-04T00:00:00Z,1.035,148.3
Q2,1990-12-11T00:00:00Z,0.77,7.35
Q2,1990-12-14T00:00:00Z,2.16,300
Q2,1990-12-18T00:00:00Z,0.72,252.06
Q2,1990-12-25T00:00:00Z,0.89,234.84
Q2,1990-12-31T00:00:00Z,1.18,266.91
Q2,1991-01-08T00:00:00Z,1.13,340.16
Q2,1991-01-15T00:00:00Z,0.78,NA
Q2,1991-01-22T00:00:00Z,0.74,137.7
Q2,1991-01-29T00:00:00Z,0.75,94.69
Q2,1991-02-05T00:00:00Z,0.86,5.07
Q2,1991-02-12T00:00:00Z,0.89,63.38
Q2,1991-02-19T00:00:00Z,0.98,71.12
Q2,1991-02-26T00:00:00Z,0.87,228.68
Q2,1991-03-05T00:00:00Z,0.79,2.5
Q2,1991-03-12T00:00:00Z,0.8,271.65
Q2,1991-03-19T00:00:00Z,0.8,211.98
Q2,1991-03-22T00:00:00Z,NA,NA
Q2,1991-03-26T00:00:00Z,0.76,158.2
Q2,1991-04-02T00:00:00Z,0.78,191.32
Q2,1991-04-09T00:00:00Z,0.76,17.54
Q2,1991-04-15T00:00:00Z,1,28.73
Q2,1991-04-23T00:00:00Z,1.02,19.41
Q2,1991-04-30T00:00:00Z,0.96,41.78
Q2,1991-05-07T00:00:00Z,1.02,17.54
Q2,1991-05-14T00:00:00Z,0.93,10
Q2,1991-05-21T00:00:00Z,0.98,18.61
Q2,1991-05-28T00:00:00Z,0.98,10
Q2,1991-05-31T00:00:00Z,1.08,NA
Q2,1991-06-01T00:00:00Z,NA,NA
Q2,1991-06-04T00:00:00Z,1.02,77.21
Q2,1991-06-11T00:00:00Z,1.1,90.58
Q2,1991-06-18T00:00:00Z,1.05,86.3
Q2,1991-06-25T00:00:00Z,1.04,35.32
Q2,1991-07-02T00:00:00Z,1.13,245.23
Q2,1991-07-09T00:00:00Z,1.15,117.68
Q2,1991-07-16T00:00:00Z,1.25,NA
Q2,1991-07-23T00:00:00Z,0.72,10.4
Q2,1991-07-30T00:00:00Z,0.8,10.4
Q2,1991-08-06T00:00:00Z,0.93,133.97
Q2,1991-08-13T00:00:00Z,0.89,10
Q2,1991-08-20T00:00:00Z,0.9,10
Q2,1991-08-27T00:00:00Z,1.405,21.765
Q2,1991-09-03T00:00:00Z,2.77,127.84
Q2,1991-09-10T00:00:00Z,1.63,136.72
Q2,1991-09-17T00:00:00Z,1.22,120.32
Q2,1991-09-24T00:00:00Z,1.25,73.2
Q2,1991-10-01T00:00:00Z,1.21,121.64
Q2,1991-10-08T00:00:00Z,1.1,124.77
Q2,1991-10-15T00:00:00Z,1.24,124.42
Q2,1991-10-22T00:00:00Z,1.12,116.8
Q2,1991-10-29T00:00:00Z,1.04,37.87
Q2,1991-11-05T00:00:00Z,0.74,156.26
Q2,1991-11-07T00:00:00Z,1.62,199.42
Q2,1991-11-08T00:00:00Z,1.54,283.42
Q2,1991-11-12T00:00:00Z,1.42,398.54
Q2,1991-11-18T00:00:00Z,1.74,261.88
Q2,1991-11-22T00:00:00Z,1.29,152
Q2,1991-11-26T00:00:00Z,1.36,285.93
Q2,1991-12-03T00:00:00Z,1.03,10
Q2,1991-12-10T00:00:00Z,1.15,430.66
Q2,1991-12-17T00:00:00Z,1.18,320.19
Q2,1991-12-23T00:00:00Z,1.27,293.6
Q2,1991-12-30T00:00:00Z,0.9,196.07
Q2,1992-01-07T00:00:00Z,1.37,450.79
Q2,1992-01-14T00:00:00Z,1.24,373.99
Q2,1992-01-21T00:00:00Z,1.26,303.02
Q2,1992-01-28T00:00:00Z,1.34,300.12
Q2,1992-02-04T00:00:00Z,1.46,469.19
Q2,1992-02-06T00:00:00Z,1.72,207.44
Q2,1992-02-11T00:00:00Z,1.16,18.93
Q2,1992-02-18T00:00:00Z,1.24,236.26
Q2,1992-02-25T00:00:00Z,1.16,207.44
Q2,1992-03-03T00:00:00Z,0.82,9.98
Q2,1992-03-10T00:00:00Z,1.23,91.61
Q2,1992-03-17T00:00:00Z,1.42,180
Q2,1992-03-24T00:00:00Z,1.24,NA
Q2,1992-04-01T00:00:00Z,1.35,125.67
Q2,1992-04-07T00:00:00Z,1.02,67.51
Q2,1992-04-14T00:00:00Z,0.78,11.23
Q2,1992-04-21T00:00:00Z,1.05,10.92
Q2,1992-04-28T00:00:00Z,1.15,27.43
Q2,1992-05-05T00:00:00Z,1.12,353.15
Q2,1992-05-12T00:00:00Z,1.21,275.93
Q2,1992-05-19T00:00:00Z,1.35,208.63
Q2,1992-05-26T00:00:00Z,1.35,NA
Q2,1992-06-02T00:00:00Z,1.15,42.98
Q2,1992-06-09T00:00:00Z,1.43,26.15
Q2,1992-06-16T00:00:00Z,1.31,28.14
Q2,1992-06-23T00:00:00Z,1.1,36.91
Q2,1992-06-30T00:00:00Z,1.29,28.79
Q2,1992-07-07T00:00:00Z,1.23,27.53
Q2,1992-07-14T00:00:00Z,1.23,42.46
Q2,1992-07-21T00:00:00Z,1.21,142.19
Q2,1992-07-28T00:00:00Z,1.36,147.42
Q2,1992-08-04T00:00:00Z,1.23,192.58
Q2,1992-08-11T00:00:00Z,1.37,25.75
Q2,1992-08-18T00:00:00Z,1.02,169.51
Q2,1992-08-25T00:00:00Z,1.1,196.86
Q2,1992-09-01T00:00:00Z,1.38,10
Q2,1992-09-08T00:00:00Z,1.39,10
Q2,1992-09-15T00:00:00Z,1.05,10
Q2,1992-09-22T00:00:00Z,1.43,10
Q2,1992-09-29T00:00:00Z,1.43,90.75
Q2,1992-10-06T00:00:00Z,1.12,233.71
Q2,1992-10-13T00:00:00Z,1.27,8.35
Q2,1992-10-20T00:00:00Z,1.12,2.5
Q2,1992-10-27T00:00:00Z,1.17,19.88
Q2,1992-11-03T00:00:00Z,1.28,33.43
Q2,1992-11-10T00:00:00Z,1.4,28.93
Q2,1992-11-17T00:00:00Z,0.42,35.3
Q2,1992-11-24T00:00:00Z,1.4,6.62
Q2,1992-12-01T00:00:00Z,1.42,16.18
Q2,1992-12-08T00:00:00Z,1.26,17.68
Q2,1992-12-15T00:00:00Z,1.02,325.57
Q2,1992-12-22T00:00:00Z,NA,NA
Q2,1992-12-29T00:00:00Z,1.3,NA
Q2,1993-01-05T00:00:00Z,1.43,NA
Q2,1993-01-12T00:00:00Z,1.17,NA
Q2,1993-01-19T00:00:00Z,1.13,NA
Q2,1993-01-26T00:00:00Z,1.21,NA
Q2,1993-02-02T00:00:00Z,1.16,NA
Q2,1993-02-09T00:00:00Z,1.11,NA
Q2,1993-02-16T00:00:00Z,1.5,NA
Q2,1993-02-23T00:00:00Z,1.46,NA
Q2,1993-03-02T00:00:00Z,1.2,134.65
Q2,1993-03-09T00:00:00Z,0.93,220.06
Q2,1993-03-16T00:00:00Z,1,182.78
Q2,1993-03-23T00:00:00Z,2.35,2.5
Q2,1993-03-30T00:00:00Z,1.52,NA
Q2,1993-04-06T00:00:00Z,1.28,44.28
Q2,1993-04-13T00:00:00Z,1.22,93.31
Q2,1993-04-20T00:00:00Z,1.29,66.87
Q2,1993-04-27T00:00:00Z,0.97,36.15
Q2,1993-05-04T00:00:00Z,1.14,364.66
Q2,1993-05-11T00:00:00Z,1.38,11.52
Q2,1993-05-18T00:00:00Z,1.27,2.5
Q2,1993-05-25T00:00:00Z,1.6,11.74
Q2,1993-06-01T00:00:00Z,1.2,44.05
Q2,1993-06-08T00:00:00Z,1.73,89.47
Q2,1993-06-15T00:00:00Z,NA,NA
Q2,1993-06-22T00:00:00Z,2.3,186.17
Q2,1993-06-29T00:00:00Z,1.27,14.23
Q2,1993-07-06T00:00:00Z,1.14,187.07
Q2,1993-07-13T00:00:00Z,1.34,NA
Q2,1993-07-20T00:00:00Z,2.28,NA
Q2,1993-07-27T00:00:00Z,1.28,NA
Q2,1993-08-03T00:00:00Z,1.17,2.5
Q2,1993-08-10T00:00:00Z,1.29,51.51
Q2,1993-08-17T00:00:00Z,1.33,6.1
Q2,1993-08-24T00:00:00Z,1.62,2.5
Q2,1993-08-31T00:00:00Z,1.33,7
Q2,1993-09-07T00:00:00Z,1.02,28.92
Q2,1993-09-14T00:00:00Z,1.38,163.12
Q2,1993-09-21T00:00:00Z,1.2,248.3
Q2,1993-09-28T00:00:00Z,1.05,17.84
Q2,1993-10-05T00:00:00Z,1.16,14.23
Q2,1993-10-13T00:00:00Z,1.55,7.9
Q2,1993-10-19T00:00:00Z,1.27,9.03
Q2,1993-10-26T00:00:00Z,1.78,17.39
Q2,1993-11-02T00:00:00Z,1.25,9.71
Q2,1993-11-09T00:00:00Z,1.3,10.84
Q2,1993-11-16T00:00:00Z,1.57,185.49
Q2,1993-11-23T00:00:00Z,1.63,46.76
Q2,1993-11-30T00:00:00Z,1.17,17.84
Q2,1993-12-07T00:00:00Z,1.14,54.45
Q2,1993-12-14T00:00:00Z,1.34,19.88
Q2,1993-12-21T00:00:00Z,1.45,16.49
Q2,1993-12-28T00:00:00Z,1.81,NA
Q2,1994-01-04T00:00:00Z,1.25,NA
Q2,1994-01-11T00:00:00Z,1.23,NA
Q2,1994-01-18T00:00:00Z,1.38,NA
Q2,1994-01-25T00:00:00Z,1.27,2.5
Q2,1994-02-01T00:00:00Z,1.27,2.5
Q2,1994-02-08T00:00:00Z,1.54,9.48
Q2,1994-02-15T00:00:00Z,1.12,2.5
Q2,1994-02-22T00:00:00Z,1.58,2.5
Q2,1994-03-01T00:00:00Z,1.45,10.16
Q2,1994-03-08T00:00:00Z,1.27,17.84
Q2,1994-03-15T00:00:00Z,1.26,2.5
Q2,1994-03-22T00:00:00Z,1.3,2.5
Q2,1994-03-29T00:00:00Z,1.33,2.5
Q2,1994-04-05T00:00:00Z,1.29,2.5
Q2,1994-04-12T00:00:00Z,1.18,28.46
Q2,1994-04-19T00:00:00Z,1.37,94.21
Q2,1994-04-26T00:00:00Z,1.21,13.78
Q2,1994-05-03T00:00:00Z,1.06,10.84
Q2,1994-05-10T00:00:00Z,1.39,17.62
Q2,1994-05-17T00:00:00Z,1.27,15.81
Q2,1994-05-24T00:00:00Z,1.26,18.07
Q2,1994-05-31T00:00:00Z,1.79,24.85
Q2,1994-06-07T00:00:00Z,1.5,16.94
Q2,1994-06-14T00:00:00Z,NA,NA
Q2,1994-06-21T00:00:00Z,1.61,58.51
Q2,1994-06-28T00:00:00Z,1.28,6.1
Q2,1994-06-30T00:00:00Z,1.39,37.5
Q2,1994-07-05T00:00:00Z,1.28,67.78
Q2,1994-07-12T00:00:00Z,NA,NA
Q2,1994-07-19T00:00:00Z,1.51,470.17
Q2,1994-07-26T00:00:00Z,NA,NA
Q2,1994-08-02T00:00:00Z,0.27,NA
Q2,1994-08-09T00:00:00Z,1.21,NA
Q2,1994-08-16T00:00:00Z,NA,NA
Q2,1994-08-23T00:00:00Z,NA,NA
Q2,1994-08-30T00:00:00Z,NA,NA
Q2,1994-09-06T00:00:00Z,NA,NA
Q2,1994-09-13T00:00:00Z,NA,NA
Q2,1994-09-20T00:00:00Z,1.36,NA
Q2,1994-09-27T00:00:00Z,NA,NA
Q2,1994-10-04T00:00:00Z,NA,NA
Q2,1994-10-11T00:00:00Z,NA,NA
Q2,1994-10-18T00:00:00Z,NA,NA
Q2,1994-10-25T00:00:00Z,1.27,NA
Q2,1994-11-01T00:00:00Z,NA,NA
Q2,1994-11-08T00:00:00Z,1.37,NA
Q2,1994-11-15T00:00:00Z,1.13,NA
Q2,1994-11-22T00:00:00Z,1.06,NA
Q2,1994-11-29T00:00:00Z,1.2,NA
Q2,1994-12-06T00:00:00Z,1.17,NA
Q2,1994-12-13T00:00:00Z,1.14,NA
Q2,1994-12-20T00:00:00Z,1.78,NA
Q2,1994-12-27T00:00:00Z,1.15,NA
Q2,1995-01-03T00:00:00Z,0.92,NA
Q2,1995-01-10T00:00:00Z,NA,NA
Q2,1995-01-17T00:00:00Z,0.9,NA
Q2,1995-01-24T00:00:00Z,1.09,NA
Q2,1995-01-31T00:00:00Z,1.68,NA
Q2,1995-02-07T00:00:00Z,1.14,NA
Q2,1995-02-14T00:00:00Z,1.16,NA
Q2,1995-02-21T00:00:00Z,1.13,NA
Q2,1995-02-28T00:00:00Z,1.22,NA
Q2,1995-03-07T00:00:00Z,1.1,NA
Q2,1995-03-14T00:00:00Z,NA,NA
Q2,1995-03-21T00:00:00Z,1.24,NA
Q2,1995-03-28T00:00:00Z,1.07,NA
Q2,1995-04-04T00:00:00Z,1.11,NA
Q2,1995-04-11T00:00:00Z,1.03,NA
Q2,1995-04-18T00:00:00Z,1.05,NA
Q2,1995-04-25T00:00:00Z,NA,NA
Q2,1995-05-02T00:00:00Z,NA,NA
Q2,1995-05-09T00:00:00Z,NA,NA
Q2,1995-05-16T00:00:00Z,1.49,NA
Q2,1995-05-23T00:00:00Z,1.18,NA
Q2,1995-05-30T00:00:00Z,NA,NA
Q2,1995-06-06T00:00:00Z,NA,NA
Q2,1995-06-13T00:00:00Z,NA,NA
Q2,1995-06-20T00:00:00Z,1.01,NA
Q2,1995-06-27T00:00:00Z,0.91,NA
Q2,1995-07-05T00:00:00Z,1.07,NA
Q2,1995-07-11T00:00:00Z,0.98,NA
Q2,1995-07-18T00:00:00Z,NA,NA
Q2,1995-07-26T00:00:00Z,1.12,NA
Q2,1995-08-01T00:00:00Z,NA,NA
Q2,1995-08-08T00:00:00Z,NA,NA
Q2,1995-08-15T00:00:00Z,NA,NA
Q2,1995-08-22T00:00:00Z,NA,NA
Q2,1995-08-29T00:00:00Z,NA,NA
Q2,1995-09-12T00:00:00Z,NA,NA
Q2,1995-09-19T00:00:00Z,NA,NA
Q2,1995-09-26T00:00:00Z,NA,NA
Q2,1995-10-03T00:00:00Z,NA,NA
Q2,1995-10-10T00:00:00Z,NA,NA
Q2,1995-10-17T00:00:00Z,NA,NA
